"Timestamp  in Local time"	"Soil Moisture ID: 2662[%VWC] @2359-1 MS:Sensor is not configured"	"Soil Moisture ID: 2665[%VWC] @2360-1 MS:Sensor is not configured"	"Soil Moisture ID: 2663[%VWC] @2361-1 MS:Sensor is not configured"	"Soil Moisture ID: 2658[%VWC] @2363-1 MS:Sensor is not configured"	"Soil Moisture ID: 2647[%VWC] @2364-1 MS:Sensor is not configured"	"Soil Moisture ID: 2649[%VWC] @2366-1 MS:Sensor is not configured"	"Soil Moisture ID: 2648[%VWC] @2367-3 MS:Sensor is not configured"	"Soil Moisture ID: 2654[%VWC] @2369-1 MS:Sensor is not configured"	"Soil Moisture ID: 2656[%VWC] @2370-3 MS:Sensor is not configured"	"Soil Moisture ID: 2653[%VWC] @2371-1 MS:Sensor is not configured"	"Soil Moisture ID: 2645[%VWC] @2373-3 MS:Sensor is not configured"	"Soil Moisture ID: 2644[%VWC] @2374-1 MS:Sensor is not configured"	"Soil Moisture ID: 2661[%VWC] @2375-1 MS:Sensor is not configured"	"Soil Moisture ID: 2666[%VWC] @2376-1 MS:Sensor is not configured"	"Soil Moisture ID: 2659[%VWC] @2377-1 MS:Sensor is not configured"	"Soil Moisture ID: 2655[%VWC] @2379-1 MS:Sensor is not configured"	"Soil Moisture ID: 2650[%VWC] @2380-1 MS:Sensor is not configured"
"2024-02-06 00:13:52"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:13:57"	""	""	""	""	"6.57"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:14:19"	""	""	""	""	""	""	""	""	"5.69"	""	""	""	""	""	""	""	""
"2024-02-06 00:14:53"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.45"	""	""
"2024-02-06 00:14:54"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:15:02"	""	""	""	""	""	""	""	"4.57"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:16:06"	""	""	""	""	""	""	""	""	""	""	""	"5.23"	""	""	""	""	""
"2024-02-06 00:16:08"	""	""	""	""	""	""	"6.25"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:16:32"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.35"	""	""	""
"2024-02-06 00:17:03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.05"
"2024-02-06 00:17:24"	""	""	"4.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:17:27"	"6.23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:17:40"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:18:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:18:21"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:18:26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.31"	""
"2024-02-06 00:18:29"	""	"6.45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:18:52"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:18:59"	""	""	""	""	"6.52"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:19:19"	""	""	""	""	""	""	""	""	"5.69"	""	""	""	""	""	""	""	""
"2024-02-06 00:19:54"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:19:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.33"	""	""
"2024-02-06 00:20:04"	""	""	""	""	""	""	""	"4.54"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:21:06"	""	""	""	""	""	""	""	""	""	""	""	"5.23"	""	""	""	""	""
"2024-02-06 00:21:08"	""	""	""	""	""	""	"6.30"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:21:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.35"	""	""	""
"2024-02-06 00:22:03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.05"
"2024-02-06 00:22:24"	""	""	"4.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:22:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:22:40"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:23:18"	""	""	""	"1.68"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:23:21"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:23:26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.38"	""
"2024-02-06 00:23:29"	""	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:23:52"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:23:59"	""	""	""	""	"6.57"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:24:19"	""	""	""	""	""	""	""	""	"5.59"	""	""	""	""	""	""	""	""
"2024-02-06 00:24:54"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:24:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.50"	""	""
"2024-02-06 00:25:04"	""	""	""	""	""	""	""	"4.57"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:26:05"	""	""	""	""	""	""	""	""	""	""	""	"5.23"	""	""	""	""	""
"2024-02-06 00:26:07"	""	""	""	""	""	""	"6.18"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:26:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"	""	""	""
"2024-02-06 00:27:03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.03"
"2024-02-06 00:27:24"	""	""	"4.35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:27:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:27:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:28:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:28:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:28:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.43"	""
"2024-02-06 00:28:29"	""	"6.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:28:51"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:28:59"	""	""	""	""	"6.57"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:29:18"	""	""	""	""	""	""	""	""	"5.69"	""	""	""	""	""	""	""	""
"2024-02-06 00:29:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:29:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.45"	""	""
"2024-02-06 00:30:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:31:05"	""	""	""	""	""	""	""	""	""	""	""	"5.23"	""	""	""	""	""
"2024-02-06 00:31:07"	""	""	""	""	""	""	"6.25"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:31:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.35"	""	""	""
"2024-02-06 00:32:03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.98"
"2024-02-06 00:32:24"	""	""	"4.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:32:27"	"6.23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:32:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:33:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:33:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:33:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.23"	""
"2024-02-06 00:33:29"	""	"6.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:33:51"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:33:59"	""	""	""	""	"6.50"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:34:18"	""	""	""	""	""	""	""	""	"5.59"	""	""	""	""	""	""	""	""
"2024-02-06 00:34:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:34:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.33"	""	""
"2024-02-06 00:35:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:36:05"	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""	""	""	""
"2024-02-06 00:36:07"	""	""	""	""	""	""	"6.30"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:36:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.35"	""	""	""
"2024-02-06 00:37:03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.98"
"2024-02-06 00:37:24"	""	""	"4.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:37:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:37:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:38:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:38:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:38:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.11"	""
"2024-02-06 00:38:29"	""	"6.18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:38:51"	""	""	""	""	""	"3.20"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:38:59"	""	""	""	""	"6.57"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:39:18"	""	""	""	""	""	""	""	""	"5.64"	""	""	""	""	""	""	""	""
"2024-02-06 00:39:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:39:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.33"	""	""
"2024-02-06 00:40:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:41:05"	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""	""	""	""
"2024-02-06 00:41:07"	""	""	""	""	""	""	"6.18"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:41:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"	""	""	""
"2024-02-06 00:42:03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.96"
"2024-02-06 00:42:25"	""	""	"4.35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:42:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:42:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:43:18"	""	""	""	"1.64"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:43:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:43:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.23"	""
"2024-02-06 00:43:29"	""	"6.18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:43:51"	""	""	""	""	""	"3.17"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:43:59"	""	""	""	""	"6.50"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:44:18"	""	""	""	""	""	""	""	""	"5.69"	""	""	""	""	""	""	""	""
"2024-02-06 00:44:53"	""	""	""	""	""	""	""	""	""	"3.27"	""	""	""	""	""	""	""
"2024-02-06 00:44:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.33"	""	""
"2024-02-06 00:45:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:46:05"	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""	""	""	""
"2024-02-06 00:46:07"	""	""	""	""	""	""	"6.23"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:46:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.35"	""	""	""
"2024-02-06 00:47:03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.05"
"2024-02-06 00:47:25"	""	""	"4.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:47:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:47:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:48:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:48:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:48:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.23"	""
"2024-02-06 00:48:29"	""	"6.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:48:51"	""	""	""	""	""	"3.20"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:48:59"	""	""	""	""	"6.45"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:49:18"	""	""	""	""	""	""	""	""	"5.71"	""	""	""	""	""	""	""	""
"2024-02-06 00:49:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:49:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.38"	""	""
"2024-02-06 00:50:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:51:05"	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""	""	""	""
"2024-02-06 00:51:07"	""	""	""	""	""	""	"6.25"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:51:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"	""	""	""
"2024-02-06 00:52:04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.05"
"2024-02-06 00:52:25"	""	""	"4.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:52:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:52:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:53:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:53:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:53:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.23"	""
"2024-02-06 00:53:29"	""	"6.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:53:51"	""	""	""	""	""	"3.20"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:53:59"	""	""	""	""	"6.52"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:54:18"	""	""	""	""	""	""	""	""	"5.69"	""	""	""	""	""	""	""	""
"2024-02-06 00:54:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:54:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.45"	""	""
"2024-02-06 00:55:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
"2024-02-06 00:56:05"	""	""	""	""	""	""	""	""	""	""	""	"5.20"	""	""	""	""	""
"2024-02-06 00:56:07"	""	""	""	""	""	""	"6.25"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:56:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"	""	""	""
"2024-02-06 00:57:04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.98"
"2024-02-06 00:57:25"	""	""	"4.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:57:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:57:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 00:58:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:58:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 00:58:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.23"	""
"2024-02-06 00:58:29"	""	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:58:51"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:58:59"	""	""	""	""	"6.40"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 00:59:18"	""	""	""	""	""	""	""	""	"5.69"	""	""	""	""	""	""	""	""
"2024-02-06 00:59:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 00:59:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.45"	""	""
"2024-02-06 01:00:04"	""	""	""	""	""	""	""	"4.57"	""	""	""	""	""	""	""	""	""
"2024-02-06 01:01:05"	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""	""	""	""
"2024-02-06 01:01:07"	""	""	""	""	""	""	"6.25"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:01:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"	""	""	""
"2024-02-06 01:02:04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.03"
"2024-02-06 01:02:25"	""	""	"4.35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:02:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:02:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 01:03:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:03:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 01:03:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.11"	""
"2024-02-06 01:03:29"	""	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:03:51"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:03:59"	""	""	""	""	"6.52"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:04:18"	""	""	""	""	""	""	""	""	"5.71"	""	""	""	""	""	""	""	""
"2024-02-06 01:04:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 01:04:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.45"	""	""
"2024-02-06 01:05:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
"2024-02-06 01:06:05"	""	""	""	""	""	""	""	""	""	""	""	"5.23"	""	""	""	""	""
"2024-02-06 01:06:07"	""	""	""	""	""	""	"6.25"	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:06:34"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"	""	""	""
"2024-02-06 01:07:04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.00"
"2024-02-06 01:07:25"	""	""	"4.32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:07:27"	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:07:39"	""	""	""	""	""	""	""	""	""	""	""	""	"3.13"	""	""	""	""
"2024-02-06 01:08:18"	""	""	""	"1.66"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:08:20"	""	""	""	""	""	""	""	""	""	""	"0.00"	""	""	""	""	""	""
"2024-02-06 01:08:25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.23"	""
"2024-02-06 01:08:29"	""	"6.18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:08:51"	""	""	""	""	""	"3.22"	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:08:59"	""	""	""	""	"6.57"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-02-06 01:09:18"	""	""	""	""	""	""	""	""	"5.64"	""	""	""	""	""	""	""	""
"2024-02-06 01:09:53"	""	""	""	""	""	""	""	""	""	"3.30"	""	""	""	""	""	""	""
"2024-02-06 01:09:55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.38"	""	""
"2024-02-06 01:10:04"	""	""	""	""	""	""	""	"4.59"	""	""	""	""	""	""	""	""	""
