sitio,tratamiento,fecha_hora,lamina_mm
la_esperanza,T1,2022-11-29 00:00:00,0
la_esperanza,T2,2022-11-29 00:00:00,16.9491525423729
la_esperanza,T3,2022-11-29 00:00:00,10.4166666666667
la_esperanza,T4,2022-11-29 00:00:00,2.40384615384615
la_esperanza,T1,2022-12-07 00:00:00,13.0597014925373
la_esperanza,T2,2022-12-07 00:00:00,6.35593220338984
la_esperanza,T3,2022-12-07 00:00:00,4.16666666666667
la_esperanza,T4,2022-12-07 00:00:00,2.40384615384615
la_esperanza,T1,2022-12-14 00:00:00,31.7164179104478
la_esperanza,T2,2022-12-14 00:00:00,12.7118644067797
la_esperanza,T3,2022-12-14 00:00:00,8.33333333333333
la_esperanza,T4,2022-12-14 00:00:00,2.40384615384615
la_esperanza,T1,2022-12-29 00:00:00,18.6567164179104
la_esperanza,T2,2022-12-29 00:00:00,6.35593220338983
la_esperanza,T3,2022-12-29 00:00:00,2.08333333333334
la_esperanza,T4,2022-12-29 00:00:00,2.40384615384616
la_esperanza,T1,2023-01-13 00:00:00,19.589552238806
la_esperanza,T2,2023-01-13 00:00:00,13.771186440678
la_esperanza,T3,2023-01-13 00:00:00,7.29166666666666
la_esperanza,T4,2023-01-13 00:00:00,7.21153846153846
la_esperanza,T1,2023-01-23 00:00:00,19.589552238806
la_esperanza,T2,2023-01-23 00:00:00,13.771186440678
la_esperanza,T3,2023-01-23 00:00:00,7.29166666666667
la_esperanza,T4,2023-01-23 00:00:00,7.21153846153846
la_esperanza,T1,2023-02-07 00:00:00,11.1940298507463
la_esperanza,T2,2023-02-07 00:00:00,4.23728813559322
la_esperanza,T3,2023-02-07 00:00:00,4.16666666666666
la_esperanza,T4,2023-02-07 00:00:00,2.40384615384615
la_esperanza,T1,2023-02-22 00:00:00,11.1940298507463
la_esperanza,T2,2023-02-22 00:00:00,4.23728813559322
la_esperanza,T3,2023-02-22 00:00:00,4.16666666666666
la_esperanza,T4,2023-02-22 00:00:00,2.40384615384615
la_esperanza,T1,2023-03-09 00:00:00,11.1940298507463
la_esperanza,T2,2023-03-09 00:00:00,8.47457627118644
la_esperanza,T3,2023-03-09 00:00:00,4.16666666666666
la_esperanza,T4,2023-03-09 00:00:00,4.80769230769231
la_esperanza,T1,2023-03-20 00:00:00,7.46268656716418
la_esperanza,T2,2023-03-20 00:00:00,4.23728813559322
la_esperanza,T3,2023-03-20 00:00:00,2.08333333333333
la_esperanza,T4,2023-03-20 00:00:00,0
la_esperanza,T1,2023-04-03 00:00:00,1.86567164179104
la_esperanza,T2,2023-04-03 00:00:00,2.11864406779661
la_esperanza,T3,2023-04-03 00:00:00,0
la_esperanza,T4,2023-04-03 00:00:00,0
rio_claro,T1,2022-11-04 00:00:00,47.9166666666667
rio_claro,T2,2022-11-04 00:00:00,35.4166666666667
rio_claro,T3,2022-11-04 00:00:00,22.9166666666667
rio_claro,T4,2022-11-04 00:00:00,16.6666666666667
rio_claro,T1,2022-11-10 00:00:00,6.25
rio_claro,T2,2022-11-10 00:00:00,4.16666666666666
rio_claro,T3,2022-11-10 00:00:00,0
rio_claro,T4,2022-11-10 00:00:00,0
rio_claro,T1,2022-11-15 00:00:00,4.16666666666667
rio_claro,T2,2022-11-15 00:00:00,4.16666666666667
rio_claro,T3,2022-11-15 00:00:00,4.16666666666667
rio_claro,T4,2022-11-15 00:00:00,2.08333333333334
rio_claro,T1,2022-11-23 00:00:00,4.16666666666666
rio_claro,T2,2022-11-23 00:00:00,2.08333333333333
rio_claro,T3,2022-11-23 00:00:00,0
rio_claro,T4,2022-11-23 00:00:00,0
rio_claro,T1,2022-11-28 00:00:00,35.4166666666667
rio_claro,T2,2022-11-28 00:00:00,43.75
rio_claro,T3,2022-11-28 00:00:00,29.1666666666667
rio_claro,T4,2022-11-28 00:00:00,16.6666666666667
rio_claro,T1,2022-12-08 00:00:00,32.2916666666667
rio_claro,T2,2022-12-08 00:00:00,23.9583333333333
rio_claro,T3,2022-12-08 00:00:00,13.5416666666667
rio_claro,T4,2022-12-08 00:00:00,6.24999999999999
rio_claro,T1,2022-12-15 00:00:00,32.2916666666667
rio_claro,T2,2022-12-15 00:00:00,23.9583333333333
rio_claro,T3,2022-12-15 00:00:00,13.5416666666667
rio_claro,T4,2022-12-15 00:00:00,6.25
rio_claro,T1,2022-12-21 00:00:00,25
rio_claro,T2,2022-12-21 00:00:00,18.75
rio_claro,T3,2022-12-21 00:00:00,12.5
rio_claro,T4,2022-12-21 00:00:00,6.25
rio_claro,T1,2023-01-03 00:00:00,8.33333333333331
rio_claro,T2,2023-01-03 00:00:00,4.16666666666669
rio_claro,T3,2023-01-03 00:00:00,4.16666666666667
rio_claro,T4,2023-01-03 00:00:00,2.08333333333334
rio_claro,T1,2023-01-18 00:00:00,68.7500000000001
rio_claro,T2,2023-01-18 00:00:00,52.0833333333333
rio_claro,T3,2023-01-18 00:00:00,33.3333333333333
rio_claro,T4,2023-01-18 00:00:00,12.5
rio_claro,T1,2023-02-17 00:00:00,68.7499989
rio_claro,T2,2023-02-17 00:00:00,54.1666658
rio_claro,T3,2023-02-17 00:00:00,54.1666658
rio_claro,T4,2023-02-17 00:00:00,43.7499993
rio_claro,T1,2023-02-27 00:00:00,8.3333332
rio_claro,T2,2023-02-27 00:00:00,8.3333332
rio_claro,T3,2023-02-27 00:00:00,10.4166665
rio_claro,T4,2023-02-27 00:00:00,12.4999998
rio_claro,T1,2023-03-14 00:00:00,33.3333328
rio_claro,T2,2023-03-14 00:00:00,18.7499997
rio_claro,T3,2023-03-14 00:00:00,10.4166665
rio_claro,T4,2023-03-14 00:00:00,6.2499999
rio_claro,T1,2023-03-29 00:00:00,20.833333
rio_claro,T2,2023-03-29 00:00:00,12.4999998
rio_claro,T3,2023-03-29 00:00:00,8.3333332
rio_claro,T4,2023-03-29 00:00:00,6.2499999
rio_claro,T1,2023-04-13 00:00:00,0
rio_claro,T2,2023-04-13 00:00:00,4.1666666
rio_claro,T3,2023-04-13 00:00:00,4.1666666
rio_claro,T4,2023-04-13 00:00:00,0
